district_number,district_name,school_number,school_name,year,subgroup,english_avg,math_avg,reading_avg,science_avg,act_composite_avg,percent_21_orhigher,percent_met_crb_english,percent_met_crb_math,percent_met_crb_reading,percent_met_crb_science,percent_met_all4_crb,avg_composite_baseline_year,avg_composite_previous,percent_21_orhigher_baseline_year,percent_21_orhigher_previous
100,Carter County Schools,55,Little Milligan,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
100,Carter County Schools,55,Little Milligan,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
100,Carter County Schools,55,Little Milligan,2017,English Learners,,,,,,,,,,,,,,,
100,Carter County Schools,55,Little Milligan,2017,Students with Disabilities,,,,,,,,,,,,,,,
100,Carter County Schools,85,Unaka Elementary,2017,All Students,,,,,,,,,,,,,,,
100,Carter County Schools,85,Unaka Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
100,Carter County Schools,85,Unaka Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
100,Carter County Schools,85,Unaka Elementary,2017,English Learners,,,,,,,,,,,,,,,
100,Carter County Schools,85,Unaka Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
100,Carter County Schools,90,Unaka High School,2017,All Students,19.4,17.5,20.1,19.8,19.3,,60.9,13,42,20.3,7.2,,,,
100,Carter County Schools,90,Unaka High School,2017,Black/Hispanic/Native,20.3,21,25.7,23.3,*,,*,*,*,*,*,,,,
100,Carter County Schools,90,Unaka High School,2017,Economically Disadvantaged,16.9,16.8,18.3,18.2,17.7,,41.7,12.5,37.5,8.3,**,,,,
100,Carter County Schools,90,Unaka High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
100,Carter County Schools,90,Unaka High School,2017,Super Subgroup,16.7,16.7,18.1,18.1,17.6,,40.7,11.1,33.3,7.4,**,,,,
100,Carter County Schools,90,Unaka High School,2017,Students with Disabilities,13.7,16,14.9,15.7,*,,*,*,*,*,*,,,,
100,Carter County Schools,95,Valley Forge Elementary,2017,All Students,,,,,,,,,,,,,,,
100,Carter County Schools,95,Valley Forge Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
100,Carter County Schools,95,Valley Forge Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
100,Carter County Schools,95,Valley Forge Elementary,2017,English Learners,,,,,,,,,,,,,,,
100,Carter County Schools,95,Valley Forge Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
101,Elizabethton City Schools,0,,2017,All Students,20.3,20,21.1,20.7,20.7,,70.2,33,48.2,33,20.4,,,,
101,Elizabethton City Schools,0,,2017,Black/Hispanic/Native,17.2,17.2,16.3,18.2,*,,*,*,*,*,*,,,,
101,Elizabethton City Schools,0,,2017,Economically Disadvantaged,18.7,18.1,19.9,19.3,19.1,,55.6,11.1,40.7,22.2,7.4,,,,
101,Elizabethton City Schools,0,,2017,English Learners,14,23,15,16,*,,*,*,*,*,*,,,,
101,Elizabethton City Schools,0,,2017,Super Subgroup,18.3,18,19.3,19,18.8,,53.1,12.5,35.9,21.9,6.3,,,,
101,Elizabethton City Schools,0,,2017,Students with Disabilities,14.5,15.8,15.7,15.2,15.4,,22.2,**,16.7,5.6,**,,,,
101,Elizabethton City Schools,10,East Side Elementary,2017,All Students,,,,,,,,,,,,,,,
101,Elizabethton City Schools,10,East Side Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
101,Elizabethton City Schools,10,East Side Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
101,Elizabethton City Schools,10,East Side Elementary,2017,English Learners,,,,,,,,,,,,,,,
101,Elizabethton City Schools,10,East Side Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,All Students,20.3,20,21.1,20.7,20.7,,70.2,33,48.2,33,20.4,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,Black/Hispanic/Native,17.2,17.2,16.3,18.2,*,,*,*,*,*,*,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,Economically Disadvantaged,18.7,18.1,19.9,19.3,19.1,,55.6,11.1,40.7,22.2,7.4,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,English Learners,14,23,15,16,*,,*,*,*,*,*,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,Super Subgroup,18.3,18,19.3,19,18.8,,53.1,12.5,35.9,21.9,6.3,,,,
101,Elizabethton City Schools,15,Elizabethton High School,2017,Students with Disabilities,14.5,15.8,15.7,15.2,15.4,,22.2,**,16.7,5.6,**,,,,
101,Elizabethton City Schools,20,Harold McCormick Elementary,2017,All Students,,,,,,,,,,,,,,,
101,Elizabethton City Schools,20,Harold McCormick Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
101,Elizabethton City Schools,20,Harold McCormick Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
101,Elizabethton City Schools,20,Harold McCormick Elementary,2017,English Learners,,,,,,,,,,,,,,,
101,Elizabethton City Schools,20,Harold McCormick Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
101,Elizabethton City Schools,25,T A Dugger Junior High School,2017,All Students,,,,,,,,,,,,,,,
101,Elizabethton City Schools,25,T A Dugger Junior High School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
101,Elizabethton City Schools,25,T A Dugger Junior High School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
101,Elizabethton City Schools,25,T A Dugger Junior High School,2017,English Learners,,,,,,,,,,,,,,,
101,Elizabethton City Schools,25,T A Dugger Junior High School,2017,Students with Disabilities,,,,,,,,,,,,,,,
101,Elizabethton City Schools,30,West Side Elementary,2017,All Students,,,,,,,,,,,,,,,
101,Elizabethton City Schools,30,West Side Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
101,Elizabethton City Schools,30,West Side Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
101,Elizabethton City Schools,30,West Side Elementary,2017,English Learners,,,,,,,,,,,,,,,
101,Elizabethton City Schools,30,West Side Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,0,,2017,All Students,18.8,18.8,20.2,20.3,19.7,,53.4,24.9,38.8,25.6,14.8,,,,
110,Cheatham County School District,0,,2017,Black/Hispanic/Native,17.4,18.2,17.8,18.5,18.2,,36.4,22.7,22.7,22.7,13.6,,,,
110,Cheatham County School District,0,,2017,Economically Disadvantaged,16.5,17.2,18.1,18.2,17.7,,34.9,11.9,22,13.8,6.4,,,,
110,Cheatham County School District,0,,2017,English Learners,18.8,17,22,19.5,*,,*,*,*,*,*,,,,
110,Cheatham County School District,0,,2017,Super Subgroup,16.4,17.2,17.8,18.1,17.6,,35.3,12,22,14.7,6,,,,
110,Cheatham County School District,0,,2017,Students with Disabilities,14.5,15.9,16,16.5,16,,24.4,4.9,12.2,9.8,**,,,,
110,Cheatham County School District,5,Ashland City Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,5,Ashland City Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,5,Ashland City Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,5,Ashland City Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,5,Ashland City Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,All Students,17.8,17.8,19.8,19.4,18.9,,46.8,17.7,35.4,20.9,11.4,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,Black/Hispanic/Native,19.1,19.7,19.9,20,*,,*,*,*,*,*,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,Economically Disadvantaged,16,16.7,18,17.9,17.3,,27.8,9.3,22.2,11.1,5.6,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,English Learners,12,17,25,15,*,,*,*,*,*,*,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,Super Subgroup,16.2,16.7,18.1,17.9,17.3,,31.3,10.4,23.9,10.4,6,,,,
110,Cheatham County School District,10,Cheatham Co Central,2017,Students with Disabilities,15,15.3,17.2,16.2,16.1,,29.4,5.9,17.6,**,**,,,,
110,Cheatham County School District,14,Cheatham Middle School,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,14,Cheatham Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,14,Cheatham Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,14,Cheatham Middle School,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,14,Cheatham Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,15,East Cheatham Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,15,East Cheatham Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,15,East Cheatham Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,15,East Cheatham Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,15,East Cheatham Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,18,Harpeth Middle School,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,18,Harpeth Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,18,Harpeth Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,18,Harpeth Middle School,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,18,Harpeth Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,19,Harpeth High School,2017,All Students,20.7,19.9,21.2,21.4,21,,64.4,34.7,47.5,34.7,23.7,,,,
110,Cheatham County School District,19,Harpeth High School,2017,Black/Hispanic/Native,14.6,15.3,13.9,15.4,*,,*,*,*,*,*,,,,
110,Cheatham County School District,19,Harpeth High School,2017,Economically Disadvantaged,18.7,19,19.5,19.8,19.4,,57.7,23.1,34.6,26.9,11.5,,,,
110,Cheatham County School District,19,Harpeth High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
110,Cheatham County School District,19,Harpeth High School,2017,Super Subgroup,17.4,17.8,17.9,18.8,18.2,,44.7,15.8,26.3,21.1,7.9,,,,
110,Cheatham County School District,19,Harpeth High School,2017,Students with Disabilities,14.2,15.6,14.8,16.9,15.7,,18.2,**,9.1,9.1,**,,,,
110,Cheatham County School District,20,Kingston Springs Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,20,Kingston Springs Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,20,Kingston Springs Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,20,Kingston Springs Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,20,Kingston Springs Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,25,Pegram Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,25,Pegram Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,25,Pegram Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,25,Pegram Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,25,Pegram Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,30,Pleasant View Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,30,Pleasant View Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,30,Pleasant View Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,30,Pleasant View Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,30,Pleasant View Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,32,Sycamore Middle School,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,32,Sycamore Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,32,Sycamore Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,32,Sycamore Middle School,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,32,Sycamore Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,33,Sycamore High School,2017,All Students,18.3,18.9,20,20.2,19.5,,51.8,24.7,35.9,23.5,11.8,,,,
110,Cheatham County School District,33,Sycamore High School,2017,Black/Hispanic/Native,18.4,19.5,19.5,19.8,*,,*,*,*,*,*,,,,
110,Cheatham County School District,33,Sycamore High School,2017,Economically Disadvantaged,15.3,16.7,17.3,17.4,16.9,,27.6,6.9,10.3,6.9,**,,,,
110,Cheatham County School District,33,Sycamore High School,2017,English Learners,21,17,21,21,*,,*,*,*,*,*,,,,
110,Cheatham County School District,33,Sycamore High School,2017,Super Subgroup,15.9,17.3,17.4,18,17.3,,33.3,11.1,15.6,15.6,**,,,,
110,Cheatham County School District,33,Sycamore High School,2017,Students with Disabilities,14.2,16.8,15.3,16.6,16,,23.1,7.7,7.7,23.1,**,,,,
110,Cheatham County School District,35,West Cheatham Elementary,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,35,West Cheatham Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,35,West Cheatham Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,35,West Cheatham Elementary,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,35,West Cheatham Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
110,Cheatham County School District,40,Riverside Academy,2017,All Students,,,,,,,,,,,,,,,
110,Cheatham County School District,40,Riverside Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
110,Cheatham County School District,40,Riverside Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
110,Cheatham County School District,40,Riverside Academy,2017,English Learners,,,,,,,,,,,,,,,
110,Cheatham County School District,40,Riverside Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
120,Chester County School System,0,,2017,All Students,21.4,19.1,20.8,20.6,20.6,,76,26.5,47.4,28.6,14.3,,,,
120,Chester County School System,0,,2017,Black/Hispanic/Native,16.7,16.7,17.6,18.6,17.5,,38.5,15.4,26.9,7.7,7.7,,,,
120,Chester County School System,0,,2017,Economically Disadvantaged,20,17.8,19.4,19.4,19.3,,65,18.3,38.3,18.3,8.3,,,,
120,Chester County School System,0,,2017,English Learners,12,15,17,22,*,,*,*,*,*,*,,,,
120,Chester County School System,0,,2017,Super Subgroup,19.3,17.7,19.1,19.2,18.9,,61.6,17.8,35.6,16.4,8.2,,,,
120,Chester County School System,0,,2017,Students with Disabilities,10.7,14.9,13.7,15.1,*,,*,*,*,*,*,,,,
120,Chester County School System,5,Chester County Middle School,2017,All Students,,,,,,,,,,,,,,,
120,Chester County School System,5,Chester County Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
120,Chester County School System,5,Chester County Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
120,Chester County School System,5,Chester County Middle School,2017,English Learners,,,,,,,,,,,,,,,
120,Chester County School System,5,Chester County Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
120,Chester County School System,8,Chester County High School,2017,All Students,21.4,19.1,20.8,20.6,20.6,,76,26.5,47.4,28.6,14.3,,,,
120,Chester County School System,8,Chester County High School,2017,Black/Hispanic/Native,16.7,16.7,17.6,18.6,17.5,,38.5,15.4,26.9,7.7,7.7,,,,
120,Chester County School System,8,Chester County High School,2017,Economically Disadvantaged,20,17.8,19.4,19.4,19.3,,65,18.3,38.3,18.3,8.3,,,,
120,Chester County School System,8,Chester County High School,2017,English Learners,12,15,17,22,*,,*,*,*,*,*,,,,
120,Chester County School System,8,Chester County High School,2017,Super Subgroup,19.3,17.7,19.1,19.2,18.9,,61.6,17.8,35.6,16.4,8.2,,,,
120,Chester County School System,8,Chester County High School,2017,Students with Disabilities,10.7,14.9,13.7,15.1,*,,*,*,*,*,*,,,,
120,Chester County School System,10,Chester County Junior High School,2017,All Students,,,,,,,,,,,,,,,
120,Chester County School System,10,Chester County Junior High School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
120,Chester County School System,10,Chester County Junior High School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
120,Chester County School System,10,Chester County Junior High School,2017,English Learners,,,,,,,,,,,,,,,
120,Chester County School System,10,Chester County Junior High School,2017,Students with Disabilities,,,,,,,,,,,,,,,
120,Chester County School System,15,East Chester Elementary School,2017,All Students,,,,,,,,,,,,,,,
120,Chester County School System,15,East Chester Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
120,Chester County School System,15,East Chester Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
120,Chester County School System,15,East Chester Elementary School,2017,English Learners,,,,,,,,,,,,,,,
120,Chester County School System,15,East Chester Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
120,Chester County School System,25,Jacks Creek Elementary,2017,All Students,,,,,,,,,,,,,,,
120,Chester County School System,25,Jacks Creek Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
120,Chester County School System,25,Jacks Creek Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
120,Chester County School System,25,Jacks Creek Elementary,2017,English Learners,,,,,,,,,,,,,,,
120,Chester County School System,25,Jacks Creek Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
120,Chester County School System,30,W Chester Elementary School,2017,All Students,,,,,,,,,,,,,,,
120,Chester County School System,30,W Chester Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
120,Chester County School System,30,W Chester Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
120,Chester County School System,30,W Chester Elementary School,2017,English Learners,,,,,,,,,,,,,,,
120,Chester County School System,30,W Chester Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,0,,2017,All Students,18,18.1,19.5,19.5,18.9,,48.7,22.4,36.8,24.9,14.4,,,,
130,Claiborne County Schools,0,,2017,Black/Hispanic/Native,17.3,18.3,19.3,19,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,0,,2017,Economically Disadvantaged,16.2,17.2,17.5,18.1,17.4,,34.4,15.6,20.8,13.5,8.3,,,,
130,Claiborne County Schools,0,,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,0,,2017,Super Subgroup,16.2,17.1,17.7,18,17.4,,34.8,15.2,22.3,12.5,7.1,,,,
130,Claiborne County Schools,0,,2017,Students with Disabilities,14.2,15.6,16.8,16.1,15.9,,17.6,5.9,17.6,5.9,**,,,,
130,Claiborne County Schools,35,Clairfield Elementary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,35,Clairfield Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,35,Clairfield Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,35,Clairfield Elementary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,35,Clairfield Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,45,Ellen Myers Primary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,45,Ellen Myers Primary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,45,Ellen Myers Primary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,45,Ellen Myers Primary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,45,Ellen Myers Primary,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,50,Forge Ridge School,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,50,Forge Ridge School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,50,Forge Ridge School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,50,Forge Ridge School,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,50,Forge Ridge School,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,67,H. Y. Livesay Middle School,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,67,H. Y. Livesay Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,67,H. Y. Livesay Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,67,H. Y. Livesay Middle School,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,67,H. Y. Livesay Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,90,Midway Elementary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,90,Midway Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,90,Midway Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,90,Midway Elementary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,90,Midway Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,All Students,18.2,18.2,19.8,19.5,19.1,,52.8,22,39.8,25.2,12.2,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,Black/Hispanic/Native,18.7,19.7,20.3,20.3,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,Economically Disadvantaged,16.8,17.5,18.7,18.2,17.9,,43.5,17.4,28.3,13,8.7,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,Super Subgroup,16.9,17.7,18.8,18.2,18,,45.1,19.6,27.5,11.8,7.8,,,,
130,Claiborne County Schools,93,Cumberland Gap High School,2017,Students with Disabilities,13.8,17.3,16.5,15.8,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,95,Powell Valley Elementary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,95,Powell Valley Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,95,Powell Valley Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,95,Powell Valley Elementary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,95,Powell Valley Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,105,Soldiers Memorial Middle School,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,105,Soldiers Memorial Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,105,Soldiers Memorial Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,105,Soldiers Memorial Middle School,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,105,Soldiers Memorial Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,All Students,17.9,18.1,19.2,19.6,18.8,,45.5,22.7,34.4,24.7,16.2,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,Black/Hispanic/Native,16.3,17.3,18.5,18,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,Economically Disadvantaged,15.7,16.9,16.5,18,16.8,,26,14,14,14,8,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,Super Subgroup,15.7,16.7,16.9,17.8,16.8,,26.2,11.5,18,13.1,6.6,,,,
130,Claiborne County Schools,110,Claiborne High School,2017,Students with Disabilities,14.3,15.2,16.8,16.2,15.8,,15.4,**,23.1,7.7,**,,,,
130,Claiborne County Schools,115,Springdale Elementary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,115,Springdale Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,115,Springdale Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,115,Springdale Elementary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,115,Springdale Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,2017,All Students,,,,,,,,,,,,,,,
130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,2017,English Learners,,,,,,,,,,,,,,,
130,Claiborne County Schools,117,Tazewell-New Tazewell Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
140,Clay County Schools,0,,2017,All Students,19.4,19.1,19.6,19.2,19.4,,55.4,32.1,32.1,28.6,19.6,,,,
140,Clay County Schools,0,,2017,Black/Hispanic/Native,17,14,14.5,12,*,,*,*,*,*,*,,,,
140,Clay County Schools,0,,2017,Economically Disadvantaged,18.9,18.6,19,18.8,18.9,,50,34.6,26.9,26.9,19.2,,,,
140,Clay County Schools,0,,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
140,Clay County Schools,0,,2017,Super Subgroup,18.4,18.1,18.5,18.4,18.4,,48.3,31,24.1,24.1,17.2,,,,
140,Clay County Schools,0,,2017,Students with Disabilities,13.4,14.7,14,14.7,*,,*,*,*,*,*,,,,
140,Clay County Schools,5,Celina K-8,2017,All Students,,,,,,,,,,,,,,,
140,Clay County Schools,5,Celina K-8,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
140,Clay County Schools,5,Celina K-8,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
140,Clay County Schools,5,Celina K-8,2017,English Learners,,,,,,,,,,,,,,,
140,Clay County Schools,5,Celina K-8,2017,Students with Disabilities,,,,,,,,,,,,,,,
140,Clay County Schools,12,Clay County High School,2017,All Students,19.4,19.1,19.6,19.2,19.4,,55.4,32.1,32.1,28.6,19.6,,,,
140,Clay County Schools,12,Clay County High School,2017,Black/Hispanic/Native,17,14,14.5,12,*,,*,*,*,*,*,,,,
140,Clay County Schools,12,Clay County High School,2017,Economically Disadvantaged,18.9,18.6,19,18.8,18.9,,50,34.6,26.9,26.9,19.2,,,,
140,Clay County Schools,12,Clay County High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
140,Clay County Schools,12,Clay County High School,2017,Super Subgroup,18.4,18.1,18.5,18.4,18.4,,48.3,31,24.1,24.1,17.2,,,,
140,Clay County Schools,12,Clay County High School,2017,Students with Disabilities,13.4,14.7,14,14.7,*,,*,*,*,*,*,,,,
140,Clay County Schools,20,Hermitage Springs Elementary School,2017,All Students,,,,,,,,,,,,,,,
140,Clay County Schools,20,Hermitage Springs Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
140,Clay County Schools,20,Hermitage Springs Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
140,Clay County Schools,20,Hermitage Springs Elementary School,2017,English Learners,,,,,,,,,,,,,,,
140,Clay County Schools,20,Hermitage Springs Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
